No.,Scheme_Name,Net_Asset_Value,Outstanding_Number_of_ Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued
8111,Liquid Fund,15859851286.48,89451108.94,177.3019,177.3019,177.3019,04-12-2017
8110,Liquid Fund,15859851286.48,89451108.94,177.3019,177.3019,177.3019,04-12-2017
8109,Liquid Fund,15859851286.48,89451108.94,177.3019,177.3019,177.3019,04-12-2017
8108,Jikimu Fund,21813832952.82,172552200.12,126.4187,126.4187,123.8904,04-12-2017
8107,Jikimu Fund,21813832952.82,172552200.12,126.4187,126.4187,123.8904,04-12-2017
8106,Watoto Fund,3464799907.55,11421665.77,303.3533,303.3533,300.3198,04-12-2017
8105,Watoto Fund,3464799907.55,11421665.77,303.3533,303.3533,300.3198,04-12-2017
8104,Wekeza Maisha Fund,1598965480.54,4693613.35,340.6683,340.6683,333.855,04-12-2017
8103,Wekeza Maisha Fund,1598965480.54,4693613.35,340.6683,340.6683,333.855,04-12-2017
8102,Umoja Fund,211690539416.57,396462288.03,533.9487,533.9487,528.6093,04-12-2017
8101,Umoja Fund,211690539416.57,396462288.03,533.9487,533.9487,528.6093,04-12-2017
8100,Liquid Fund,15914611148.2,89735933.87,177.3494,177.3494,177.3494,05-12-2017
8099,Liquid Fund,15914611148.2,89735933.87,177.3494,177.3494,177.3494,05-12-2017
8098,Jikimu Fund,21825161759.43,172593009.37,126.4545,126.4545,123.9254,05-12-2017
8097,Jikimu Fund,21825161759.43,172593009.37,126.4545,126.4545,123.9254,05-12-2017
8096,Watoto Fund,3466168308.96,11423583.94,303.4221,303.4221,300.3879,05-12-2017
8095,Watoto Fund,3466168308.96,11423583.94,303.4221,303.4221,300.3879,05-12-2017
8094,Wekeza Maisha Fund,1499668695.82,4400302.13,340.8104,340.8104,333.9942,05-12-2017
8093,Wekeza Maisha Fund,1499668695.82,4400302.13,340.8104,340.8104,333.9942,05-12-2017
8092,Umoja Fund,211754351409.36,396456963.73,534.1169,534.1169,528.7757,05-12-2017
8091,Umoja Fund,211754351409.36,396456963.73,534.1169,534.1169,528.7757,05-12-2017
8090,Liquid Fund,15950054017.99,89903158.29,177.4137,177.4137,177.4137,06-12-2017
8089,Jikimu Fund,21816725346.41,172477422.8,126.4903,126.4903,123.9605,06-12-2017
8088,Watoto Fund,3467862770.51,11426584.36,303.4908,303.4908,300.4559,06-12-2017
8087,Wekeza Maisha Fund,1500169621.12,4400595.56,340.9015,340.9015,334.0835,06-12-2017
8086,Umoja Fund,211733209478.15,396375454.25,534.1734,534.1734,528.8316,06-12-2017
8085,Liquid Fund,15972840904.14,89998966.24,177.478,177.478,177.478,07-12-2017
8084,Liquid Fund,15972840904.14,89998966.24,177.478,177.478,177.478,07-12-2017
8083,Jikimu Fund,21865199981.75,172539498.1,126.7258,126.7258,124.1913,07-12-2017
8082,Jikimu Fund,21865199981.75,172539498.1,126.7258,126.7258,124.1913,07-12-2017
8081,Watoto Fund,3481711178.32,11429298.87,304.6303,304.6303,301.584,07-12-2017
8080,Watoto Fund,3481711178.32,11429298.87,304.6303,304.6303,301.584,07-12-2017
8079,Wekeza Maisha Fund,1500569660.61,4400657.17,340.9876,340.9876,334.1679,07-12-2017
8078,Wekeza Maisha Fund,1500569660.61,4400657.17,340.9876,340.9876,334.1679,07-12-2017
8077,Umoja Fund,212681401446.76,396353391.84,536.5954,536.5954,531.2294,07-12-2017
8076,Umoja Fund,212681401446.76,396353391.84,536.5954,536.5954,531.2294,07-12-2017
8075,Liquid Fund,15998607426.34,90111656.27,177.542,177.542,177.542,08-12-2017
8074,Liquid Fund,15998607426.34,90111656.27,177.542,177.542,177.542,08-12-2017
8073,Jikimu Fund,21872753554.64,172550552.34,126.7614,126.7614,124.2262,08-12-2017
8072,Jikimu Fund,21872753554.64,172550552.34,126.7614,126.7614,124.2262,08-12-2017
8071,Watoto Fund,3482976121.93,11430875.47,304.699,304.699,301.652,08-12-2017
8070,Watoto Fund,3482976121.93,11430875.47,304.699,304.699,301.652,08-12-2017
8069,Wekeza Maisha Fund,1501098461.32,4401097.33,341.0737,341.0737,334.2522,08-12-2017
8068,Wekeza Maisha Fund,1501098461.32,4401097.33,341.0737,341.0737,334.2522,08-12-2017
8067,Umoja Fund,212728616159.32,396359641.13,536.706,536.706,531.339,08-12-2017
8066,Umoja Fund,212728616159.32,396359641.13,536.706,536.706,531.339,08-12-2017
8065,Liquid Fund,16015918353.5,90111656.27,177.7341,177.7341,177.7341,11-12-2017
8064,Liquid Fund,16015918353.5,90111656.27,177.7341,177.7341,177.7341,11-12-2017
8063,Jikimu Fund,21885940047.2,172550726.27,126.8377,126.8377,124.301,11-12-2017
8062,Jikimu Fund,21885940047.2,172550726.27,126.8377,126.8377,124.301,11-12-2017
8061,Watoto Fund,3483974466.51,11430941.11,304.7846,304.7846,301.7367,11-12-2017
8060,Watoto Fund,3483974466.51,11430941.11,304.7846,304.7846,301.7367,11-12-2017
8059,Wekeza Maisha Fund,1502234587.83,4401097.33,341.3318,341.3318,334.5052,11-12-2017
8058,Wekeza Maisha Fund,1502234587.83,4401097.33,341.3318,341.3318,334.5052,11-12-2017
8057,Umoja Fund,212819938713.8,396374527.02,536.9163,536.9163,531.5471,11-12-2017
8056,Umoja Fund,212819938713.8,396374527.02,536.9163,536.9163,531.5471,11-12-2017
8055,Liquid Fund,15946601859.53,89688412.56,177.8,177.8,177.8,12-12-2017
8054,Liquid Fund,15946601859.53,89688412.56,177.8,177.8,177.8,12-12-2017
8053,Jikimu Fund,21853016100.28,172243410.15,126.8729,126.8729,124.3354,12-12-2017
8052,Jikimu Fund,21853016100.28,172243410.15,126.8729,126.8729,124.3354,12-12-2017
8051,Watoto Fund,3483624233.32,11427198.94,304.8537,304.8537,301.8052,12-12-2017
8050,Watoto Fund,3483624233.32,11427198.94,304.8537,304.8537,301.8052,12-12-2017
8049,Wekeza Maisha Fund,1502613244.8,4401097.33,341.4179,341.4179,334.5895,12-12-2017
8048,Wekeza Maisha Fund,1502613244.8,4401097.33,341.4179,341.4179,334.5895,12-12-2017
8047,Umoja Fund,212619309815.4,395915380.94,537.0322,537.0322,531.6619,12-12-2017
8046,Umoja Fund,212619309815.4,395915380.94,537.0322,537.0322,531.6619,12-12-2017
8045,Liquid Fund,16002014948,89967176.45,177.865,177.865,177.865,13-12-2017
8044,Liquid Fund,16002014948,89967176.45,177.865,177.865,177.865,13-12-2017
8043,Jikimu Fund,21859314505.53,172243410.15,126.9094,126.9094,124.3712,13-12-2017
8042,Jikimu Fund,21859314505.53,172243410.15,126.9094,126.9094,124.3712,13-12-2017
8041,Watoto Fund,3485752207.93,11431605.79,304.9224,304.9224,301.8731,13-12-2017
8040,Watoto Fund,3485752207.93,11431605.79,304.9224,304.9224,301.8731,13-12-2017
8039,Wekeza Maisha Fund,1503190862.2,4401680.34,341.5039,341.5039,334.6738,13-12-2017
8038,Wekeza Maisha Fund,1503190862.2,4401680.34,341.5039,341.5039,334.6738,13-12-2017
8037,Umoja Fund,212677578813.16,395939468.57,537.1467,537.1467,531.7752,13-12-2017
8036,Umoja Fund,212677578813.16,395939468.57,537.1467,537.1467,531.7752,13-12-2017
8035,Liquid Fund,16053918943.24,90226201.97,177.9297,177.9297,177.9297,14-12-2017
8034,Liquid Fund,16053918943.24,90226201.97,177.9297,177.9297,177.9297,14-12-2017
8033,Jikimu Fund,21869527303.74,172275716.66,126.9449,126.9449,124.406,14-12-2017
8032,Jikimu Fund,21869527303.74,172275716.66,126.9449,126.9449,124.406,14-12-2017
8031,Watoto Fund,3486552425.29,11431654.99,304.991,304.991,301.9411,14-12-2017
8030,Watoto Fund,3486552425.29,11431654.99,304.991,304.991,301.9411,14-12-2017
8029,Wekeza Maisha Fund,1503640115.95,4401888.25,341.5898,341.5898,334.758,14-12-2017
8028,Wekeza Maisha Fund,1503640115.95,4401888.25,341.5898,341.5898,334.758,14-12-2017
8027,Umoja Fund,212729655332.85,395954593.2,537.2577,537.2577,531.8851,14-12-2017
8026,Umoja Fund,212729655332.85,395954593.2,537.2577,537.2577,531.8851,14-12-2017
8025,Liquid Fund,15954617710.49,89635202.61,177.995,177.995,177.995,15-12-2017
8024,Liquid Fund,15954617710.49,89635202.61,177.995,177.995,177.995,15-12-2017
8023,Jikimu Fund,21875676689.39,172275756.07,126.9806,126.9806,124.441,15-12-2017
8022,Jikimu Fund,21875676689.39,172275756.07,126.9806,126.9806,124.441,15-12-2017
8021,Watoto Fund,3487387585.44,11431819,305.0597,305.0597,302.0091,15-12-2017
8020,Watoto Fund,3487387585.44,11431819,305.0597,305.0597,302.0091,15-12-2017
8019,Wekeza Maisha Fund,1504039342.36,4401949.73,341.6757,341.6757,334.8422,15-12-2017
8018,Wekeza Maisha Fund,1504039342.36,4401949.73,341.6757,341.6757,334.8422,15-12-2017
8017,Umoja Fund,212782864429.2,395971898.15,537.3686,537.3686,531.9949,15-12-2017
8016,Umoja Fund,212782864429.2,395971898.15,537.3686,537.3686,531.9949,15-12-2017
8015,Liquid Fund,16013589295.82,89868355.23,178.1894,178.1894,178.1894,18-12-2017
8014,Liquid Fund,16013589295.82,89868355.23,178.1894,178.1894,178.1894,18-12-2017
8013,Jikimu Fund,21896723145.03,172296625.62,127.0874,127.0874,124.5456,18-12-2017
8012,Jikimu Fund,21896723145.03,172296625.62,127.0874,127.0874,124.5456,18-12-2017
8011,Watoto Fund,3490182950.89,11433264.83,305.2656,305.2656,302.213,18-12-2017
8010,Watoto Fund,3490182950.89,11433264.83,305.2656,305.2656,302.213,18-12-2017
8009,Wekeza Maisha Fund,1491608615.44,4362158.04,341.9428,341.9428,335.104,18-12-2017
8008,Wekeza Maisha Fund,1491608615.44,4362158.04,341.9428,341.9428,335.104,18-12-2017
8007,Umoja Fund,212764229331.74,395691974.29,537.7017,537.7017,532.3246,18-12-2017
8006,Umoja Fund,212764229331.74,395691974.29,537.7017,537.7017,532.3246,18-12-2017
8005,Liquid Fund,14649560335.34,82123491.12,178.3845,178.3845,178.3845,19-12-2017
8004,Liquid Fund,14649560335.34,82123491.12,178.3845,178.3845,178.3845,19-12-2017
8003,Jikimu Fund,21621629836.9,169990378.49,127.1933,127.1933,124.6494,19-12-2017
8002,Jikimu Fund,21621629836.9,169990378.49,127.1933,127.1933,124.6494,19-12-2017
8001,Watoto Fund,3504650687.23,11464716.28,305.6901,305.6901,302.6332,19-12-2017
8000,Watoto Fund,3504650687.23,11464716.28,305.6901,305.6901,302.6332,19-12-2017
7999,Wekeza Maisha Fund,1493213252.9,4362158.04,342.3107,342.3107,335.4645,19-12-2017
7998,Wekeza Maisha Fund,1493213252.9,4362158.04,342.3107,342.3107,335.4645,19-12-2017
7997,Umoja Fund,213041359101.03,395546746.71,538.5997,538.5997,533.2137,19-12-2017
7996,Umoja Fund,213041359101.03,395546746.71,538.5997,538.5997,533.2137,19-12-2017
7995,Liquid Fund,14702494318.23,82389847.37,178.4503,178.4503,178.4503,20-12-2017
7994,Liquid Fund,14702494318.23,82389847.37,178.4503,178.4503,178.4503,20-12-2017
7993,Jikimu Fund,21630630359.68,170012793.55,127.2294,127.2294,124.6848,20-12-2017
7992,Jikimu Fund,21630630359.68,170012793.55,127.2294,127.2294,124.6848,20-12-2017
7991,Watoto Fund,3505735653.62,11465695.28,305.7587,305.7587,302.7011,20-12-2017
7990,Watoto Fund,3505735653.62,11465695.28,305.7587,305.7587,302.7011,20-12-2017
7989,Wekeza Maisha Fund,1493579334.88,4362158.04,342.3946,342.3946,335.5467,20-12-2017
7988,Wekeza Maisha Fund,1493579334.88,4362158.04,342.3946,342.3946,335.5467,20-12-2017
7987,Umoja Fund,213073177697.32,395529516.3,538.7036,538.7036,533.3166,20-12-2017
7986,Umoja Fund,213073177697.32,395529516.3,538.7036,538.7036,533.3166,20-12-2017
7985,Liquid Fund,14712185503.13,82412270.78,178.5194,178.5194,178.5194,21-12-2017
7984,Liquid Fund,14712185503.13,82412270.78,178.5194,178.5194,178.5194,21-12-2017
7983,Jikimu Fund,21683265524.73,170016806.53,127.536,127.536,124.9853,21-12-2017
7982,Jikimu Fund,21683265524.73,170016806.53,127.536,127.536,124.9853,21-12-2017
7981,Watoto Fund,3524040866.22,11469625.02,307.2499,307.2499,304.1774,21-12-2017
7980,Watoto Fund,3524040866.22,11469625.02,307.2499,307.2499,304.1774,21-12-2017
7979,Wekeza Maisha Fund,1493966390.36,4362219.37,342.4785,342.4785,335.6289,21-12-2017
7978,Wekeza Maisha Fund,1493966390.36,4362219.37,342.4785,342.4785,335.6289,21-12-2017
7977,Umoja Fund,214348378641.4,395547426.85,541.9031,541.9031,536.4841,21-12-2017
7976,Umoja Fund,214348378641.4,395547426.85,541.9031,541.9031,536.4841,21-12-2017
7975,Liquid Fund,14850567410.97,83157437.68,178.5838,178.5838,178.5838,22-12-2017
7974,Jikimu Fund,21651428966.42,169721068.64,127.5707,127.5707,125.0192,22-12-2017
7973,Watoto Fund,3525444807.82,11470999.69,307.3144,307.3144,304.2413,22-12-2017
7972,Wekeza Maisha Fund,1485066484.4,4335143.99,342.5645,342.5645,335.7132,22-12-2017
7971,Umoja Fund,214397298709.75,395557462.93,542.013,542.013,536.5929,22-12-2017
7970,Liquid Fund,14932901407.17,83467096.23,178.9076,178.9076,178.9076,27-12-2017
7969,Jikimu Fund,21683568623.93,169737138.16,127.7479,127.7479,125.193,27-12-2017
7968,Watoto Fund,3529147032.81,11471325.09,307.6495,307.6495,304.573,27-12-2017
7967,Wekeza Maisha Fund,1487189198.6,4336019.73,342.9849,342.9849,336.1252,27-12-2017
7966,Umoja Fund,214640879120.39,395570917.41,542.6104,542.6104,537.1843,27-12-2017
7965,Liquid Fund,15002831020.75,83827278.65,178.9731,178.9731,178.9731,28-12-2017
7964,Jikimu Fund,21672962505.76,169606807.21,127.7836,127.7836,125.2279,28-12-2017
7963,Watoto Fund,3528179838.93,11465649.85,307.7174,307.7174,304.6402,28-12-2017
7962,Wekeza Maisha Fund,1487553650.1,4336019.73,343.0689,343.0689,336.2076,28-12-2017
7961,Umoja Fund,214599463538.89,395344750.84,542.816,542.816,537.3879,28-12-2017
7960,Liquid Fund,15113442358.52,84415023.84,179.0374,179.0374,179.0374,29-12-2017
7959,Jikimu Fund,21687039569.61,169669758.37,127.8191,127.8191,125.2627,29-12-2017
7958,Watoto Fund,3532128018.12,11475940.27,307.7855,307.7855,304.7076,29-12-2017
7957,Wekeza Maisha Fund,1488963015.08,4339065.8,343.1529,343.1529,336.2898,29-12-2017
7956,Umoja Fund,214658833488.4,395369103.6,542.9327,542.9327,537.5034,29-12-2017
7955,Liquid Fund,15231264039.27,84951393.09,179.2939,179.2939,179.2939,02-01-2018
7954,Watoto Fund,3536306175,11479514.21,308.0536,308.0536,304.9731,02-01-2018
7953,Wekeza Maisha Fund,1490783860.25,4340120.72,343.489,343.489,336.6193,02-01-2018
7952,Umoja Fund,214862429204.98,395407655.7,543.3947,543.3947,537.9608,02-01-2018
7951,Liquid Fund,15349728086.87,85581643.2,179.3577,179.3577,179.3577,03-01-2018
7950,Jikimu Fund,21255539051.88,169942769,125.0747,125.0747,122.5732,03-01-2018
7949,Watoto Fund,3542805725.32,11481236.08,308.5735,308.5735,305.4878,03-01-2018
7948,Wekeza Maisha Fund,1491567404.6,4341340.62,343.573,343.573,336.7015,03-01-2018
7947,Umoja Fund,214977850686.62,395407655.7,543.6866,543.6866,538.2498,03-01-2018
7946,Liquid Fund,15367412995.03,85649083.41,179.423,179.423,179.423,04-01-2018
7945,Jikimu Fund,21270193296.42,170013428,125.1089,125.1089,122.6067,04-01-2018
7944,Watoto Fund,3540104903.31,11469917.12,308.6426,308.6426,305.5562,04-01-2018
7943,Wekeza Maisha Fund,1492200905.56,4342123.76,343.6569,343.6569,336.7838,04-01-2018
7942,Umoja Fund,214915096131.06,395199260.86,543.8145,543.8145,538.3764,04-01-2018
7941,Liquid Fund,15422952770.33,85927754.48,179.4874,179.4874,179.4874,05-01-2018
7940,Jikimu Fund,21281591892.94,170055972.12,125.1446,125.1446,122.6417,05-01-2018
7939,Watoto Fund,3543651397.07,11478935.78,308.7091,308.7091,305.622,05-01-2018
7938,Wekeza Maisha Fund,1492565381.55,4342123.76,343.7409,343.7409,336.866,05-01-2018
7937,Umoja Fund,214973636341.5,395220233.57,543.9338,543.9338,538.4944,05-01-2018
7936,Liquid Fund,15818564991.19,88039559.82,179.6756,179.6756,179.6756,08-01-2018
7935,Jikimu Fund,21502440859.25,171678560.25,125.2483,125.2483,122.7433,08-01-2018
7934,Watoto Fund,3548077270.62,11485803.09,308.9098,308.9098,305.8207,08-01-2018
7933,Wekeza Maisha Fund,1493847167.43,4342671.68,343.9927,343.9927,337.1128,08-01-2018
7932,Umoja Fund,215118366228.77,395229419.16,544.2873,544.2873,538.8445,08-01-2018
7931,Liquid Fund,15864712811.45,88264966.05,179.7396,179.7396,179.7396,09-01-2018
7930,Jikimu Fund,21519366418.46,171692452.66,125.3367,125.3367,122.83,09-01-2018
7929,Watoto Fund,3552860497.82,11489040.28,309.2391,309.2391,306.1467,09-01-2018
7928,Wekeza Maisha Fund,1501747074.74,4364579.12,344.076,344.076,337.1945,09-01-2018
7927,Umoja Fund,215272645379.93,395256545.46,544.6403,544.6403,539.1939,09-01-2018
7926,Liquid Fund,15871408523.12,88270529.66,179.8042,179.8042,179.8042,10-01-2018
7925,Jikimu Fund,21530121881.76,171730047.66,125.3719,125.3719,122.8645,10-01-2018
7924,Watoto Fund,3067121901.37,9840107.78,311.696,311.696,308.579,10-01-2018
7923,Wekeza Maisha Fund,1502213014.63,4364870.18,344.1598,344.1598,337.2766,10-01-2018
7922,Umoja Fund,215327220494.7,395269436.22,544.7606,544.7606,539.313,10-01-2018
7921,Liquid Fund,15839576714.22,88061461.95,179.8696,179.8696,179.8696,11-01-2018
7920,Jikimu Fund,21425204617.87,170844339.86,125.4078,125.4078,122.8996,11-01-2018
7919,Watoto Fund,3061482647.92,9819819.68,311.7657,311.7657,308.648,11-01-2018
7918,Wekeza Maisha Fund,1502577581.12,4364870.18,344.2434,344.2434,337.3585,11-01-2018
7917,Umoja Fund,215270252686.88,395081793.73,544.8752,544.8752,539.4264,11-01-2018
7916,Liquid Fund,17010996592.45,94444957.14,180.1155,180.1155,180.1155,15-01-2018
7915,Jikimu Fund,21497015198.65,171161286.42,125.5951,125.5951,123.0832,15-01-2018
7914,Watoto Fund,3067413462.17,9826425.44,312.1596,312.1596,309.038,15-01-2018
7913,Wekeza Maisha Fund,1505277353.15,4368470.26,344.5777,344.5777,337.6861,15-01-2018
7912,Umoja Fund,215624538151.65,395165246.26,545.6566,545.6566,540.2001,15-01-2018
7911,Liquid Fund,17005759108.52,94383885.21,180.1765,180.1765,180.1765,16-01-2018
7910,Jikimu Fund,21509183006.09,171210412.54,125.6301,125.6301,123.1175,16-01-2018
7909,Watoto Fund,3068512145.47,9828155.33,312.2165,312.2165,309.0943,16-01-2018
7908,Wekeza Maisha Fund,1495025418.2,4337940.64,344.6394,344.6394,337.7466,16-01-2018
7907,Umoja Fund,215703066902.77,395225802.66,545.7717,545.7717,540.314,16-01-2018
7906,Liquid Fund,17018502415.19,94422736.01,180.2373,180.2373,180.2373,17-01-2018
7905,Jikimu Fund,21521177248.1,171258174.01,125.6651,125.6651,123.1518,17-01-2018
7904,Wekeza Maisha Fund,1495536236.65,4338685.28,344.698,344.698,337.8041,17-01-2018
7903,Wekeza Maisha Fund,3069676478.17,9830096.36,312.2733,312.2733,309.1506,17-01-2018
7902,Umoja Fund,215761500301.19,395246957.81,545.8904,545.8904,540.4314,17-01-2018
7901,Liquid Fund,17467187890.89,96880394.68,180.2964,180.2964,180.2964,18-01-2018
7900,Jikimu Fund,21472642777.26,170927170.64,125.6245,125.6245,123.112,18-01-2018
7899,Watoto Fund,3064130033.03,9827188.86,311.8013,311.8013,308.6833,18-01-2018
7898,Wekeza Maisha Fund,1494935009.04,4338714.3,344.5571,344.5571,337.666,18-01-2018
7897,Umoja Fund,215681811388.74,395145408.46,545.829,545.829,540.3707,18-01-2018
7896,Liquid Fund,17605884816.78,97618072.56,180.3548,180.3548,180.3548,19-01-2018
7895,Jikimu Fund,21490573731.58,171023806.93,125.6584,125.6584,123.1452,19-01-2018
7894,Watoto Fund,3064714734.3,9827268.93,311.8582,311.8582,308.7397,19-01-2018
7893,Wekeza Maisha Fund,1495342453.52,4339190.73,344.6132,344.6132,337.7209,19-01-2018
7892,Umoja Fund,215739352839.27,395152076.63,545.9654,545.9654,540.5057,19-01-2018
7891,Liquid Fund,17658328446.06,97776098.03,180.5365,180.5365,180.5365,22-01-2018
7890,Jikimu Fund,21476130409.49,171087709.45,125.4933,125.4933,122.9834,22-01-2018
7889,Watoto Fund,3051343334.28,9831337.79,310.3691,310.3691,307.2654,22-01-2018
7888,Wekeza Maisha Fund,1496101876.28,4339248.76,344.7836,344.7836,337.8879,22-01-2018
7887,Umoja Fund,214663192943.41,395168869.79,543.2189,543.2189,537.7867,22-01-2018
7886,Liquid Fund,17683735833.5,97920120.61,180.5935,180.5935,180.5935,23-01-2018
7885,Jikimu Fund,21479184562.59,171110618.84,125.5281,125.5281,123.0175,23-01-2018
7884,Watoto Fund,3052823748.67,9834301.71,310.4261,310.4261,307.3218,23-01-2018
7883,Wekeza Maisha Fund,1496348315.86,4339248.76,344.8404,344.8404,337.9436,23-01-2018
7882,Umoja Fund,214715117211.82,395179905.13,543.3351,543.3351,537.9018,23-01-2018
7881,Liquid Fund,17754224015.37,98276112.01,180.6566,180.6566,180.6566,24-01-2018
7880,Jikimu Fund,21537439122.73,171122413,125.8598,125.8598,123.3426,24-01-2018
7879,Watoto Fund,3068430835.1,9826973.43,312.2458,312.2458,309.1233,24-01-2018
7878,Wekeza Maisha Fund,1493716600.17,4330898.13,344.8977,344.8977,337.9997,24-01-2018
7877,Umoja Fund,215757002006.01,394589859.5,546.788,546.788,541.3201,24-01-2018
7876,Liquid Fund,17776437625.32,98364681.52,180.7197,180.7197,180.7197,25-01-2018
7875,Jikimu Fund,21414122663.62,171122890.64,125.1389,125.1389,122.6361,25-01-2018
7874,Watoto Fund,3043234954.34,9827374.05,309.6692,309.6692,306.5725,25-01-2018
7873,Wekeza Maisha Fund,1468081975.8,4330898.13,338.9786,338.9786,332.1991,25-01-2018
7872,Umoja Fund,213787928030.57,394598936.61,541.7854,541.7854,536.3675,25-01-2018
7871,Liquid Fund,17811852602.85,98526257.7,180.7828,180.7828,180.7828,26-01-2018
7870,Jikimu Fund,21429583082.46,171198367.59,125.174,125.174,122.6705,26-01-2018
7869,Watoto Fund,3041243699.37,9819191.36,309.7245,309.7245,306.6272,26-01-2018
7868,Wekeza Maisha Fund,1468329695.71,4330898.13,339.0358,339.0358,332.2551,26-01-2018
7867,Umoja Fund,213866604903.26,394659391.91,541.9017,541.9017,536.4827,26-01-2018
7866,Liquid Fund,17843913848.6,98600383.66,180.9721,180.9721,180.9721,29-01-2018
7865,Jikimu Fund,21451547892.65,171229203.31,125.2797,125.2797,122.7741,29-01-2018
7864,Watoto Fund,3043277211.46,9820308.98,309.8963,309.8963,306.7973,29-01-2018
7863,Wekeza Maisha Fund,1469421729.75,4331912.68,339.2085,339.2085,332.4244,29-01-2018
